Title,Price,N_Rooms,Square_meters,Floors,BathRooms,Neighborhood
"Appartamento all'asta via San Giacomo, 22, Roma",1144000,5+,114.0,0,,Centro Storico 
"Appartamento all'asta via di San Giacomo 22/25A, Roma",1144000,5,168.0,0,,Centro Storico 
"Bilocale via dei Coronari, Piazza Navona, Roma",440000,2,60.0,0,,Centro Storico 
"Bilocale via dei Coronari, Piazza Navona, Roma",440000,2,60.0,0,,Centro Storico 
"Appartamento via del Gambero, Spagna, Roma",2250000,5+,228.0,2,3+,Centro Storico 
"Appartamento all'asta via di San Giacomo 22, Roma",1144000,2,114.0,0,,Centro Storico 
"Appartamento all'asta via di San Giacomo 22/25A, Roma",1144000,5+,179.0,1,,Centro Storico 
"Bilocale via Caprareccia, Monti, Roma",329000,2,32.0,0,,Centro Storico 
"Attico via della Croce, Spagna, Roma",3800000,5+,343.0,3 - 5,3+,Centro Storico 
"Attico via Principessa Clotilde, Piazza del Popolo, Roma",675000,2,42.0,6,,Centro Storico 
"Quadrilocale via Rasella 21, Barberini, Roma",995000,4,137.0,1,2,Centro Storico 
"Bilocale via Marco Aurelio, Colosseo - Fori Imperiali, Roma",349000,2,50.0,1,,Centro Storico 
"Bilocale via Domenichino, Colle Oppio, Roma",350000,2,60.0,3,,Centro Storico 
"Trilocale via Piave, 29, Sallustiano, Roma",435000,3,103.0,0,,Centro Storico 
"Trilocale via del Governo Vecchio, Piazza Navona, Roma",650000,3,85.0,1,,Centro Storico 
"Appartamento piazza Navona, Piazza Navona, Roma",5500000,5+,1.0,1,3+,Centro Storico 
"Appartamento via Labicana, Colle Oppio, Roma",1100000,5,144.0,5,2,Centro Storico 
"Appartamento vicolo Dei Serpenti, Monti, Roma",990000,5+,178.0,3,2,Centro Storico 
"Trilocale via Ventiquattro Maggio, Monti, Roma",968100,3,90.0,3,,Centro Storico 
"Loft via della Scrofa, Montecitorio, Roma",395000,2,45.0,0,,Centro Storico 
"Trilocale via in Publicolis, Ghetto - Portico d'Ottavia, Roma",1200000,3,150.0,2,2,Centro Storico 
"Trilocale via di Sant'Agata dei Goti, Monti, Roma",895000,3,114.0,1,2,Centro Storico 
"Monolocale via Dell'orso, Piazza Navona, Roma",395000,,45.0,0,,Centro Storico 
"Trilocale via delle Colonnelle, Pantheon, Roma",2000000,3,120.0,5,2,Centro Storico 
"Quadrilocale via Tor de' Conti, Colosseo - Fori Imperiali, Roma",1295000,4,130.0,3,3,Centro Storico 
"Appartamento via Urbana, Monti, Roma",680000,5,145.0,0,,Centro Storico 
"Appartamento largo della Polveriera, Colle Oppio, Roma",275000,5,140.0,S,,Centro Storico 
"Trilocale via dei Pettinari, Ghetto - Portico d'Ottavia, Roma",560000,3,95.0,3,2,Centro Storico 
"Quadrilocale primo piano, Piazza del Popolo, Roma",860000,4,135.0,1,2,Centro Storico 
"Appartamento via Monterone, Pantheon, Roma",5500000,5+,1.0,,3,Centro Storico 
"Appartamento via delle Convertite, Spagna, Roma",3500000,5+,350.0,3,3+,Centro Storico 
"Appartamento via degli Orsini, Piazza Navona, Roma",1380000,5,122.0,1,2,Centro Storico 
"Quadrilocale via Baccina, Monti, Roma",850000,4,136.0,2,2,Centro Storico 
"Quadrilocale via dei Santi Quattro, Colosseo - Fori Imperiali, Roma",980000,4,140.0,1,2,Centro Storico 
"Appartamento via Venti Settembre, Castro Pretorio, Roma",285000,5+,120.0,0,,Centro Storico 
"Trilocale piazza Pasquale Paoli, Via Giulia, Roma",720000,3,108.0,1,2,Centro Storico 
"Appartamento via Piave, Sallustiano, Roma",610000,5+,122.0,,2,Centro Storico 
"Appartamento via di Panico, Via Giulia, Roma",1180000,5,120.0,1,2,Centro Storico 
"Monolocale via dei Chiavari, 61, Largo Argentina, Roma",265000,,37.0,1,,Centro Storico 
"Attico via della Vetrina, Piazza Navona, Roma",1350000,4,80.0,3,2,Centro Storico 
"Trilocale via del Lavatore, Trevi, Roma",1050000,3,130.0,4,2,Centro Storico 
"Quadrilocale via Borgognona 32, Spagna, Roma",1950000,4,195.0,2,,Centro Storico 
"Appartamento via Camillo Benso di Cavour, Monti, Roma",1290000,5+,255.0,1,2,Centro Storico 
"Appartamento via di San Giovanni in Laterano, Colosseo - Fori Imperiali, Roma",1000,,81.0,6,,Centro Storico 
"Appartamento via del Governo Vecchio, Piazza Navona, Roma",2290000,5+,279.0,3,3,Centro Storico 
"Trilocale via Giulia, Via Giulia, Roma",490000,3,70.0,0,,Centro Storico 
"Appartamento via dei Chiavari, Largo Argentina, Roma",2600000,5+,300.0,3,3+,Centro Storico 
"Trilocale piazzale Flaminio, Flaminio, Roma",775000,3,110.0,2,2,Centro Storico 
"Appartamento buono stato, secondo piano, Via Giulia, Roma",4000000,5+,372.0,2,3+,Centro Storico 
"Trilocale via dei Capocci, Monti, Roma",590000,3,93.0,1,2,Centro Storico 
"Quadrilocale via di Panico, Via Giulia, Roma",1100000,4,130.0,3,2,Centro Storico 
"Trilocale vicolo Della Cancelleria, Piazza Navona, Roma",325000,3,90.0,0,,Centro Storico 
"Quadrilocale vicolo de' Bovari, Campo de' Fiori, Roma",1380000,4,155.0,1,3,Centro Storico 
"Attico via dei Pettinari, Ghetto - Portico d'Ottavia, Roma",2490000,5,270.0,2,3,Centro Storico 
"Quadrilocale vicolo di San Giuliano, Via Giulia, Roma",600000,4,99.0,1,2,Centro Storico 
"Bilocale via Panisperna 69, Monti, Roma",339000,2,30.0,4,,Centro Storico 
"Monolocale via del Pellegrino, Campo de' Fiori, Roma",148000,,10.0,1,,Centro Storico 
"Villa unifamiliare via di Valle delle Camene, Colosseo - Fori Imperiali, Roma",4950000,5+,415.0,,3+,Centro Storico 
"Bilocale ottimo stato, primo piano, Colosseo - Fori Imperiali, Roma",495000,2,70.0,1,,Centro Storico 
"Attico ottimo stato, 170 m�, Monti, Roma",1850000,5,170.0,4,2,Centro Storico 
"Appartamento via Monterone, Pantheon, Roma",5500000,5+,1.0,1,2,Centro Storico 
"Trilocale via di San Giovanni in Laterano, Colosseo - Fori Imperiali, Roma",710000,3,100.0,3,2,Centro Storico 
"Quadrilocale via Flavia, Sallustiano, Roma",549000,4,102.0,6,,Centro Storico 
"Appartamento via della Mercede, Spagna, Roma",1800000,5+,210.0,2,3,Centro Storico 
"Appartamento via di Sant'Andrea delle Fratte, Spagna, Roma",1800000,5+,210.0,2,3,Centro Storico 
"Trilocale via Di Tor Millina, Piazza Navona, Roma",675000,3,95.0,1,3,Centro Storico 
"Appartamento via Agostino Depretis, Monti, Roma",2100000,5,240.0,5,2,Centro Storico 
"Quadrilocale via di Panico, Via Giulia, Roma",790000,4,100.0,3,2,Centro Storico 
"Quadrilocale via Genova, Monti, Roma",648000,4,119.0,5,2,Centro Storico 
"Trilocale via Piave, Sallustiano, Roma",600000,3,150.0,2,,Centro Storico 
"Trilocale via Sardegna, Vittorio Veneto, Roma",689000,3,120.0,5,2,Centro Storico 
"Bilocale via Camillo Benso di Cavour, Monti, Roma",600000,2,91.0,2,2,Centro Storico 
"Quadrilocale piazza di Spagna, Spagna, Roma",950000,4,93.0,2,2,Centro Storico 
"Appartamento via Quintino Sella, Sallustiano, Roma",790000,5+,167.0,2,2,Centro Storico 
"Villa unifamiliare, buono stato, 600 m�, Colosseo - Fori Imperiali, Roma",5500000,5+,600.0,,3+,Centro Storico 
"Soffitta via dei Barbieri, Largo Argentina, Roma",80000,4,101.0,0,,Centro Storico 
"Quadrilocale via d'Ascanio, Montecitorio, Roma",1150000,4,145.0,4,2,Centro Storico 
"Attico via dei Condotti, Spagna, Roma",4000000,5+,180.0,5,3+,Centro Storico 
"Quadrilocale via Merulana, Esquilino, Roma",565000,4,190.0,4,2,Centro Storico 
"Quadrilocale via Merulana, Esquilino, Roma",1200000,4,190.0,4,2,Centro Storico 
"Monolocale via dei Coronari 101, Piazza Navona, Roma",350000,,40.0,0,,Centro Storico 
"Bilocale via dei Quattro Cantoni 55, Colle Oppio, Roma",510000,2,65.0,2,,Centro Storico 
"Trilocale via Piave, Sallustiano, Roma",595000,3,128.0,7,2,Centro Storico 
"Trilocale Arco di Santa Margherita, Campo de' Fiori, Roma",430000,3,49.0,1,,Centro Storico 
"Soffitta via di Ripetta, Piazza del Popolo, Roma",45000,2,23.0,S,,Centro Storico 
"Bilocale via dei Crociferi, Trevi, Roma",700000,2,80.0,1,,Centro Storico 
"Quadrilocale via dei Santi Quattro, Colosseo - Fori Imperiali, Roma",980000,4,146.0,1,2,Centro Storico 
"Bilocale piazza Paganica 13, Largo Argentina, Roma",460000,2,75.0,1,,Centro Storico 
"Quadrilocale via San Giovanni in Laterano, Colle Oppio, Roma",650000,4,123.0,3,,Centro Storico 
"Bilocale via delle Colonnelle, Pantheon, Roma",495000,2,60.0,4,,Centro Storico 
"Appartamento via del Boschetto, Monti, Roma",1300000,5+,210.0,4,3,Centro Storico 
"Appartamento via di Porta Pinciana, Vittorio Veneto, Roma",1480000,5,165.0,3,2,Centro Storico 
"Appartamento via dei Montecatini, Pantheon, Roma",1550000,5+,238.0,1,,Centro Storico 
"Appartamento piazza di Pietra, Pantheon, Roma",1550000,5+,238.0,1,2,Centro Storico 
"Appartamento vicolo di San Giuliano, Via Giulia, Roma",450000,5,101.0,1,2,Centro Storico 
"Trilocale via Sicilia 160, Vittorio Veneto, Roma",970000,3,115.0,4,2,Centro Storico 
"Bilocale via Sicilia 160, Vittorio Veneto, Roma",495000,2,58.0,2,,Centro Storico 
"Appartamento via della Vite, Spagna, Roma",2990000,5+,180.0,4 - 5,3+,Centro Storico 
"Trilocale via del Pantheon, Pantheon, Roma",750000,3,55.0,1,,Centro Storico 
"Quadrilocale via Sardegna, Vittorio Veneto, Roma",1780000,4,200.0,3,2,Centro Storico 
"Appartamento viale del Monte Oppio, Colle Oppio, Roma",1650000,5+,310.0,1,3+,Centro Storico 
"Appartamento viale del Monte Oppio, Colle Oppio, Roma",1650000,5+,280.0,1,3+,Centro Storico 
"Trilocale via degli Zingari 60, Monti, Roma",770000,3,115.0,1,2,Centro Storico 
"Trilocale via Cimarra 62, Monti, Roma",470000,3,57.0,0,2,Centro Storico 
"Villa unifamiliare via Bocca di Leone 65A, Spagna, Roma",1400000,5,460.0,,3+,Centro Storico 
"Villa unifamiliare piazza di Spagna 91, Spagna, Roma",1200000,5+,330.0,,3+,Centro Storico 
"Appartamento via Labicana, Colle Oppio, Roma",699000,5+,180.0,4,3,Centro Storico 
"Attico via Labicana 83, Colosseo - Fori Imperiali, Roma",1495000,4,174.0,3 - 4,2,Centro Storico 
"Appartamento via dei Prefetti, Montecitorio, Roma",1580000,5+,283.0,1,2,Centro Storico 
"Trilocale via Giosu� Carducci, Sallustiano, Roma",550000,3,95.0,3,,Centro Storico 
"Trilocale via Lucullo, Sallustiano, Roma",598000,3,91.0,2,,Centro Storico 
"Attico via della Fontanella di Borghese 23, Montecitorio, Roma",3950000,4,251.0,4 - 5,2,Centro Storico 
"Appartamento via Sardegna 55, Vittorio Veneto, Roma",795000,5+,113.0,1,2,Centro Storico 
"Appartamento via Sardegna 55, Vittorio Veneto, Roma",795000,5,113.0,1,2,Centro Storico 
"Appartamento via del Babuino, Piazza del Popolo, Roma",1190000,5,107.0,2,2,Centro Storico 
"Quadrilocale vicolo delle Orsoline, Piazza del Popolo, Roma",785000,4,81.0,2,2,Centro Storico 
"Bilocale via del Boccaccio 3, Barberini, Roma",430000,2,55.0,3,,Centro Storico 
"Trilocale via Labicana 75, Colle Oppio, Roma",840000,3,88.0,1,2,Centro Storico 
"Appartamento via Vittorio Veneto 125, Vittorio Veneto, Roma",1650000,5,160.0,3,2,Centro Storico 
"Quadrilocale via Paolina, Colle Oppio, Roma",870000,4,121.0,4,2,Centro Storico 
"Monolocale via di Sant'Agata dei Goti, Monti, Roma",179000,,32.0,0,,Centro Storico 
"Attico piazza Mignanelli, Spagna, Roma",6450000,5+,338.0,5,3+,Centro Storico 
"Appartamento via del Babuino, Piazza del Popolo, Roma",2500000,5,290.0,2,3+,Centro Storico 
"Appartamento via Borgognona 33, Spagna, Roma",8500000,5+,600.0,2,3+,Centro Storico 
"Bilocale via Labicana 75, Colle Oppio, Roma",585000,2,58.0,2,,Centro Storico 
"Appartamento buono stato, primo piano, Vittorio Veneto, Roma",820000,5,145.0,1,2,Centro Storico 
"Quadrilocale via Piemonte 117, Vittorio Veneto, Roma",1150000,4,160.0,4,2,Centro Storico 
"Bilocale via di Santa Maria in Monticelli 69, Campo de' Fiori, Roma",565000,2,75.0,0,2,Centro Storico 
"Appartamento via dei Chiavari, Campo de' Fiori, Roma",1460000,5,213.0,1,3+,Centro Storico 
"Quadrilocale via Equizia 7, Colle Oppio, Roma",590000,4,103.0,5,,Centro Storico 
"Quadrilocale via Vittoria, Spagna, Roma",1490000,4,140.0,4,3,Centro Storico 
"Quadrilocale via della Minerva, Pantheon, Roma",1100000,4,162.0,3,2,Centro Storico 
"Appartamento all'asta via Piave 61, Roma",1026750,5+,263.0,4,,Centro Storico 
"Appartamento all'asta via del Babuino, Roma",503050,3,77.0,2,,Centro Storico 
"Appartamento all'asta via del Babuino 164, Roma",503050,4,77.0,2,,Centro Storico 
"Trilocale via di Monserrato 154, Via Giulia, Roma",830000,3,100.0,2,2,Centro Storico 
"Trilocale via del Mascherone 4, Via Giulia, Roma",830000,3,100.0,2,2,Centro Storico 
"Trilocale via Flavia, Sallustiano, Roma",850000,3,115.0,6,2,Centro Storico 
"Bilocale via dei Chiavari, Campo de' Fiori, Roma",735000,2,86.0,1,2,Centro Storico 
"Monolocale via del corso, Montecitorio, Roma",349000,,30.0,1,,Centro Storico 
"Monolocale via Labicana 75, Colle Oppio, Roma",355000,,34.0,2,,Centro Storico 
"Bilocale via Merulana 117, Esquilino, Roma",289000,2,78.0,3,2,Centro Storico 
"Monolocale via della Frezza, Piazza del Popolo, Roma",395000,,40.0,1,,Centro Storico 
"Trilocale via dei Chiavari, Campo de' Fiori, Roma",880000,3,123.0,1,2,Centro Storico 
"Bilocale via del Boschetto 45, Monti, Roma",69000,2,89.0,S,,Centro Storico 
"Quadrilocale piazza Sant'Eustachio, Pantheon, Roma",1050000,4,200.0,3,3,Centro Storico 
"Appartamento via 20 Settembre, Repubblica, Roma",870000,5+,200.0,5,3+,Centro Storico 
"Trilocale via Boncompagni, Vittorio Veneto, Roma",600000,3,95.0,2,,Centro Storico 
"Attico piazza Colonna, Montecitorio, Roma",1490000,3,127.0,6 - 7,2,Centro Storico 
"Quadrilocale via del Monte Oppio, Colle Oppio, Roma",1150000,4,138.0,3,,Centro Storico 
"Appartamento via Elio Toaff 4, Ghetto - Portico d'Ottavia, Roma",1990000,5+,205.0,2,3+,Centro Storico 
"Monolocale vicolo del Bollo, Campo de' Fiori, Roma",230000,,31.0,0,,Centro Storico 
"Attico vicolo della Vaccarella, Montecitorio, Roma",1180000,5,169.0,3 - 4,3,Centro Storico 
"Appartamento all'asta via Del Pellegrino 84, Roma",365000,,43.0,4,,Centro Storico 
"Attico piazza di Campitelli, Largo Argentina, Roma",3300000,5+,335.0,3 - 4,3+,Centro Storico 
"Quadrilocale via dei Santi Quattro, Colosseo - Fori Imperiali, Roma",980000,4,145.0,1,2,Centro Storico 
"Trilocale piazza Farnese, Campo de' Fiori, Roma",720000,3,77.0,4,,Centro Storico 
"Bilocale via di Monte Savello, Ghetto - Portico d'Ottavia, Roma",650000,2,76.0,0,,Centro Storico 
"Appartamento buono stato, terzo piano, Pantheon, Roma",1240000,5+,175.0,3,2,Centro Storico 
"Quadrilocale vicolo delle Orsoline 16, Piazza del Popolo, Roma",1250000,4,136.0,3,2,Centro Storico 
"Bilocale via in Arcione 98, Barberini, Roma",780000,2,95.0,2,,Centro Storico 
"Appartamento via Giosu� Carducci, Sallustiano, Roma",399000,5,180.0,0,2,Centro Storico 
"Trilocale via Sallustiana, Sallustiano, Roma",599000,3,95.0,2,,Centro Storico 
"Appartamento via Giovanni Lanza 108, Colle Oppio, Roma",940000,5,160.0,3,2,Centro Storico 
"Bilocale vicolo Delle Vacche, Piazza Navona, Roma",269000,2,65.0,0,,Centro Storico 
"Monolocale via dell'Olmata 30, Colle Oppio, Roma",495000,,55.0,4,,Centro Storico 
"Trilocale via di Ripetta 3, Piazza del Popolo, Roma",1680000,3,98.0,1,3,Centro Storico 
"Bilocale ottimo stato, primo piano, Campo de' Fiori, Roma",550000,2,70.0,1,2,Centro Storico 
"Terratetto unifamiliare via di Ripetta, Piazza del Popolo, Roma",7450000,5+,600.0,,3+,Centro Storico 
"Quadrilocale via Francesco Crispi 76, Spagna, Roma",999000,4,156.0,2,2,Centro Storico 
"Attico via delle Quattro Fontane, Barberini, Roma",2250000,4,129.0,5 - 6,2,Centro Storico 
"Bilocale piazza Sallustio 13, Sallustiano, Roma",598000,2,225.0,0,,Centro Storico 
"Quadrilocale via della Lupa, Montecitorio, Roma",1640000,4,134.0,3,2,Centro Storico 
"Appartamento largo Arenula, Largo Argentina, Roma",2050000,5+,370.0,2,3+,Centro Storico 
"Trilocale via di Monte d'Oro 2, Montecitorio, Roma",2200000,3,170.0,3,3,Centro Storico 
"Trilocale via dei Pastini, Pantheon, Roma",595000,3,81.0,4,2,Centro Storico 
"Attico largo del Pallaro, Largo Argentina, Roma",1350000,4,154.0,3 - 4,2,Centro Storico 
"Terratetto plurifamiliare vicolo Scanderbeg, Trevi, Roma",2000000,5,178.0,,2,Centro Storico 
"Trilocale via dei Pettinari, Ghetto - Portico d'Ottavia, Roma",720000,3,77.0,3,,Centro Storico 
"Appartamento piazza Colonna 355, Pantheon, Roma",3900000,5,299.0,2,3+,Centro Storico 
"Appartamento piazza Benedetto Cairoli, Campo de' Fiori, Roma",2380000,5+,276.0,3,2,Centro Storico 
"Attico piazza Di Spagna, Spagna, Roma",8500000,5+,400.0,5,3+,Centro Storico 
"Trilocale via della Purificazione, Spagna, Roma",329000,3,100.0,S,2,Centro Storico 
"Quadrilocale via dell'Olmata 30, Colle Oppio, Roma",1695000,4,173.0,5,3,Centro Storico 
"Appartamento via Merulana, Esquilino, Roma",565000,5,189.0,4,2,Centro Storico 
"Attico buono stato, 130 m�, Spagna, Roma",3000000,4,130.0,4,2,Centro Storico 
"Trilocale piazza del Popolo, Piazza del Popolo, Roma",775000,3,110.0,2,2,Centro Storico 
"Appartamento via Angelo Brunetti, Piazza del Popolo, Roma",1590000,5,163.0,2,3,Centro Storico 
"Monolocale via Panisperna, Monti, Roma",320000,,32.0,1,,Centro Storico 
"Appartamento via dell'Oca, Piazza del Popolo, Roma",2480000,5+,260.0,0,3,Centro Storico 
"Appartamento piazza Benedetto Cairoli, Campo de' Fiori, Roma",3200000,5+,515.0,1,3+,Centro Storico 
"Appartamento via Piemonte 26, Sallustiano, Roma",895000,5+,165.0,4,2,Centro Storico 
"Attico via dei Banchi Vecchi, Via Giulia, Roma",2470000,5+,210.0,3 - 5,2,Centro Storico 
"Quadrilocale via 20 Settembre, Repubblica, Roma",610000,4,145.0,4,3,Centro Storico 
"Attico via Beato Angelico, Pantheon, Roma",790000,2,45.0,4,,Centro Storico 
"Appartamento corso del Rinascimento, Piazza Navona, Roma",1790000,5+,222.0,2,2,Centro Storico 
"Bilocale via Sistina, Spagna, Roma",750000,2,84.0,2,2,Centro Storico 
"Appartamento ottimo stato, terzo piano, Piazza del Popolo, Roma",5000000,5+,444.0,,3+,Centro Storico 
"Quadrilocale da ristrutturare, primo piano, Largo Argentina, Roma",3200000,4,245.0,1,3,Centro Storico 
"Bilocale via DEL QUIRINALE, Barberini, Roma",500000,2,78.0,1,,Centro Storico 
"Appartamento via Frattina, Spagna, Roma",2700000,5+,225.0,2,3+,Centro Storico 
"Trilocale buono stato, secondo piano, Piazza del Popolo, Roma",895000,3,110.0,2,2,Centro Storico 
"Attico ottimo stato, 351 m�, Colosseo - Fori Imperiali, Roma",4500000,5+,351.0,3 - 4,3+,Centro Storico 
"Appartamento via Cesare Balbo, Monti, Roma",850000,5,150.0,2,2,Centro Storico 
"Trilocale via Giovanni Lanza, Colle Oppio, Roma",649000,3,100.0,4,,Centro Storico 
"Bilocale via dei Querceti, Colosseo - Fori Imperiali, Roma",790000,2,100.0,1,2,Centro Storico 
"Appartamento via dei Baullari, Campo de' Fiori, Roma",1150000,5+,138.0,2,2,Centro Storico 
"Quadrilocale vicolo De' Burr�, Pantheon, Roma",799000,4,145.0,4,2,Centro Storico 
"Bilocale piazza Grazioli, Pantheon, Roma",495000,2,75.0,1,2,Centro Storico 
"Bilocale via Panisperna, Monti, Roma",259000,2,35.0,1,,Centro Storico 
"Trilocale primo piano, Montecitorio, Roma",1200000,3,110.0,1,2,Centro Storico 
"Appartamento via di Santa Maria dell'Anima, Piazza Navona, Roma",3500000,5+,338.0,2,3,Centro Storico 
"Appartamento via Piave, Sallustiano, Roma",599000,5+,140.0,1,3+,Centro Storico 
"Attico via dei Condotti, Spagna, Roma",8500000,5+,350.0,3 - 5,3+,Centro Storico 
"Appartamento buono stato, terzo piano, Spagna, Roma",8500000,5+,418.0,3,,Centro Storico 
"Quadrilocale vicolo De' Burr�, Pantheon, Roma",799000,4,148.0,4,2,Centro Storico 
"Trilocale via Giulia, Via Giulia, Roma",590000,3,50.0,0,,Centro Storico 
"Appartamento via del Gambero, Spagna, Roma",2250000,5+,228.0,2,3+,Centro Storico 
"Bilocale via Del Gesu', Pantheon, Roma",135000,2,60.0,S,,Centro Storico 
"Quadrilocale via in Arcione, Barberini, Roma",925000,4,102.0,1 - 2,2,Centro Storico 
"Trilocale via Carlo Botta, Colle Oppio, Roma",490000,3,90.0,0,,Centro Storico 
"Bilocale 75 m�, Campo de' Fiori, Roma",630000,2,75.0,2,2,Centro Storico 
"Trilocale via SANTA MARIA DELL'ANIMA, Piazza Navona, Roma",880000,3,106.0,4,,Centro Storico 
"Quadrilocale via Valenziani, Sallustiano, Roma",620000,4,140.0,5,,Centro Storico 
"Appartamento via Del Gambero, Spagna, Roma",2250000,5+,230.0,2,3+,Centro Storico 
"Attico largo del Nazareno, Spagna, Roma",2300000,4,200.0,5,3,Centro Storico 
"Appartamento piazza Campo de' Fiori, Campo de' Fiori, Roma",1850000,5,180.0,2,2,Centro Storico 
"Attico via dei Condotti 21, Spagna, Roma",5900000,5+,450.0,5,3,Centro Storico 
"Trilocale via Panisperna, Monti, Roma",649000,3,100.0,2,2,Centro Storico 
"Appartamento via Lucullo 3, Sallustiano, Roma",710000,5+,137.0,1,2,Centro Storico 
"Quadrilocale ottimo stato, quarto piano, Spagna, Roma",1500000,4,112.0,4,2,Centro Storico 
"Appartamento via Giulia, Via Giulia, Roma",1980000,5+,260.0,1,3+,Centro Storico 
