Title,Price,N_Rooms,Square_meters,Floors,BathRooms,Neighborhood
"Trilocale via degli Estensi, Pisana - Bravetta, Roma",295000,3,85.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Attico via dei Marcellini, Pisana - Bravetta, Roma",265000,3,80.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Poggio Verde 50, Casetta Mattei - Corviale, Roma",289000,3,75.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga, Pisana - Bravetta, Roma",179000,3,60.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via del Verrocchio, Casetta Mattei - Corviale, Roma",249000,2,70.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Andreozzi, Casetta Mattei - Corviale, Roma",149000,3,54.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale buono stato, terzo piano, Pisana - Bravetta, Roma",349000,2,54.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Antamoro, Pisana - Bravetta, Roma",319000,3,110.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Fontanile Arenato, Pisana - Bravetta, Roma",345000,3,90.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Raffaele Fabretti, Pisana - Bravetta, Roma",400000,3,116.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Damasceni 41, Pisana - Bravetta, Roma",190000,2,65.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Brusati, 41, Pisana - Bravetta, Roma",395000,3,110.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Brusati, 41, Pisana - Bravetta, Roma",395000,3,110.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via Dei Damasceni 41, Pisana - Bravetta, Roma",150000,,48.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Silvestri 226, Pisana - Bravetta, Roma",425000,4,131.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Villa all'asta via Licio Giorgieri 55, Roma",1142937,5+,1.23,,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Rinuccini, Casetta Mattei - Corviale, Roma",240000,4,114.0,5,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via di Bravetta 415, Pisana - Bravetta, Roma",380000,2,70.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via di Bravetta 415, Pisana - Bravetta, Roma",685000,4,132.0,3,3,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via di Bravetta 415, Pisana - Bravetta, Roma",255000,,45.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via degli estensi, Pisana - Bravetta, Roma",169000,,40.0,6,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Brusati, Pisana - Bravetta, Roma",519000,4,126.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via degli Accolti, Casetta Mattei - Corviale, Roma",166000,2,58.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via di Bravetta 415, Pisana - Bravetta, Roma",480000,3,85.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via della Pisana, Pisana - Bravetta, Roma",660000,5,180.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Poggio Verde, Casetta Mattei - Corviale, Roma",330000,3,75.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via di Affogalasino 54, Casetta Mattei - Corviale, Roma",215000,2,67.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Vincenzo Vela 71, Casetta Mattei - Corviale, Roma",259000,3,90.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Bichi, Pisana - Bravetta, Roma",199000,2,65.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Malatesta, Pisana - Bravetta, Roma",339000,3,88.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Poggio Verde, Casetta Mattei - Corviale, Roma",255000,2,60.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Antonio Sogliano, Pisana - Bravetta, Roma",330000,3,103.0,1,,"Casetta Mattei, Pisana, Bravetta "
Appartamenti di nuova costruzione a Roma,255000,1 - 4,45.0,,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Degli Scaligeri, Pisana - Bravetta, Roma",298000,3,95.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via serlupi 21, Casetta Mattei - Corviale, Roma",300000,4,95.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Casetta Mattei, Casetta Mattei - Corviale, Roma",239000,3,100.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga 48, Pisana - Bravetta, Roma",179000,3,62.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento all'asta via dei Lanfranchi 18, Roma",222000,5,111.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via del Fontanile Arenato, Pisana - Bravetta, Roma",639000,5+,165.0,1,3,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Giorgio Bo, 35, Pisana - Bravetta, Roma",305000,3,95.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Vincenzo Vela 31, Casetta Mattei - Corviale, Roma",275000,3,89.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Forte Bravetta 124, Colli Portuensi - Casaletto, Roma",319000,3,101.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via del Fontanile Arenato, Pisana - Bravetta, Roma",518000,4,140.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Rangoni, Casetta Mattei - Corviale, Roma",175000,3,74.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Rangoni, Casetta Mattei - Corviale, Roma",325000,4,95.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Appartamento in villa via Attilio Brunialti, Pisana - Bravetta, Roma",269000,3,160.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Gonzaga 114, Pisana - Bravetta, Roma",339000,2,76.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Dei Gonzaga, Pisana - Bravetta, Roma",305000,3,75.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Giovanni Battista Gisleni, Pisana - Bravetta, Roma",480000,5+,124.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Malatesta, Pisana - Bravetta, Roma",195000,3,75.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Portuense, Trullo - Colle del Sole, Roma",145000,2,50.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Mario De Renzi 42, Pisana - Bravetta, Roma",379000,4,131.0,6,2,"Casetta Mattei, Pisana, Bravetta "
"Attico via Borghetto di Vara 17, Pisana - Bravetta, Roma",475000,3,110.0,6,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Portuense 752, Casetta Mattei - Corviale, Roma",145000,2,50.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Villa a schiera via di Bravetta, Pisana - Bravetta, Roma",269000,4,140.0,,3,"Casetta Mattei, Pisana, Bravetta "
"Casale via Del Forte Bravetta, Pisana - Bravetta, Roma",1250000,5+,262.0,,3,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Tebaldeschi, Pisana - Bravetta, Roma",270000,3,85.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga, Pisana - Bravetta, Roma",179000,3,60.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento all'asta via Baldassare Longhena 68, Roma",165000,5,128.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Villa unifamiliare via di Brava, Pisana - Bravetta, Roma",1490000,5+,377.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Barbo 4, Pisana - Bravetta, Roma",329000,3,100.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga, Pisana - Bravetta, Roma",179000,3,60.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via degli Estensi, Pisana - Bravetta, Roma",212000,2,69.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Silvestri, Pisana - Bravetta, Roma",424000,4,130.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via silvestri, Pisana - Bravetta, Roma",424000,4,130.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via silvestri, Pisana - Bravetta, Roma",360000,3,112.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Silvestri, Pisana - Bravetta, Roma",360000,3,112.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Silvestri, Pisana - Bravetta, Roma",330000,3,112.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Portuense, Casetta Mattei - Corviale, Roma",195000,3,90.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga, Pisana - Bravetta, Roma",179000,3,60.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento all'asta via Baldassare Longhena 68, Roma",165000,4,134.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Feltreschi, Pisana - Bravetta, Roma",179000,2,62.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Gonzaga, Pisana - Bravetta, Roma",125000,2,48.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Villa unifamiliare via Di Villa Troili snc, Pisana - Bravetta, Roma",750000,5+,270.0,,3,"Casetta Mattei, Pisana, Bravetta "
"Villa unifamiliare via giulio venzi, Pisana - Bravetta, Roma",549000,5,225.0,,3,"Casetta Mattei, Pisana, Bravetta "
"Villa bifamiliare via di Brava 12, Pisana - Bravetta, Roma",810000,5+,376.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Villa bifamiliare via di Brava 12, Pisana - Bravetta, Roma",810000,5+,376.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Bilocale vicolo del Fontanile Arenato, Pisana - Bravetta, Roma",190000,2,70.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via Di Vigna Rigacci 16, Pisana - Bravetta, Roma",470000,5,160.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Isabella d'Este 16, Pisana - Bravetta, Roma",215000,2,71.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via Bartolomeo Luigi Avanzini, Pisana - Bravetta, Roma",175000,5,155.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Eugenio Gra 19, Pisana - Bravetta, Roma",180000,2,59.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via degli Estensi 165, Pisana - Bravetta, Roma",538000,5+,163.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Villa unifamiliare via della Pisana 1100, Pisana - Bravetta, Roma",1090000,5+,630.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via di Bravetta, Pisana - Bravetta, Roma",299000,4,89.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",290000,2,75.0,,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",255000,2,60.0,5,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",290000,2,74.0,,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",255000,2,59.0,5,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",245000,2,55.0,5,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",270000,2,65.0,,,"Casetta Mattei, Pisana, Bravetta "
"Villa unifamiliare via della Nocetta, Pisana - Bravetta, Roma",3230000,5+,919.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Cesare Pascoletti 25, Pisana - Bravetta, Roma",259000,3,65.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Silvestri 206, Pisana - Bravetta, Roma",279000,3,93.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Casetta Mattei 67, Casetta Mattei - Corviale, Roma",245000,3,95.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Attilio Spaccarelli, Pisana - Bravetta, Roma",279000,4,110.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via di Vigna Rigacci, Pisana - Bravetta, Roma",325000,3,95.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale viale Luigi Moretti, Pisana - Bravetta, Roma",349000,3,103.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Dei Serlupi, Casetta Mattei - Corviale, Roma",298000,2,60.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Giuseppe Balzaretto 236, Pisana - Bravetta, Roma",398000,4,129.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Aldobrandeschi, Pisana - Bravetta, Roma",299000,3,90.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Giuseppe Balzaretto 236, Pisana - Bravetta, Roma",355000,3,118.0,,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,105.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Rezzonico 27, Casetta Mattei - Corviale, Roma",299000,3,102.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Giuseppe Balzaretto 236, Pisana - Bravetta, Roma",385000,3,136.0,,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Giuseppe Balzaretto 236, Pisana - Bravetta, Roma",245000,2,95.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Carraresi, Pisana - Bravetta, Roma",185000,2,65.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Buonvisi, Casetta Mattei - Corviale, Roma",285000,3,104.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Eugenio Maccagnani, Casetta Mattei - Corviale, Roma",270000,3,92.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Casetta Mattei 437, Pisana - Bravetta, Roma",310900,3,110.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via del Fontanile Arenato 51, Pisana - Bravetta, Roma",149000,2,52.0,S,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Vincenzo Vela, Casetta Mattei - Corviale, Roma",279000,3,86.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Casetta Mattei 150, Casetta Mattei - Corviale, Roma",245000,3,100.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Serlupi, Casetta Mattei - Corviale, Roma",299000,2,60.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Silvio Sbricoli 33, Casetta Mattei - Corviale, Roma",169000,2,53.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento all'asta via dei Lanfranchi, Roma",177600,,,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via di Bravetta 119, Pisana - Bravetta, Roma",259000,3,97.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Vincenzo Vela 88, Casetta Mattei - Corviale, Roma",459000,3,106.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Vittorio Spinazzola 38, Pisana - Bravetta, Roma",315000,3,110.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",259000,2,60.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Bichi, Pisana - Bravetta, Roma",205000,3,83.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Gonzaga 114, Pisana - Bravetta, Roma",350000,2,70.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Portuense, Trullo - Colle del Sole, Roma",165000,2,50.0,5,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via degli Adimari 64, Casetta Mattei - Corviale, Roma",160000,2,58.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale buono stato, piano terra, Pisana - Bravetta, Roma",328000,4,134.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Attico via della Pisana, Pisana - Bravetta, Roma",310000,3,100.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Cesare Pascoletti, Pisana - Bravetta, Roma",345000,3,96.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Degli Amaltei, Pisana - Bravetta, Roma",119000,2,60.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Villa a schiera via Dei Grimaldi, Pisana - Bravetta, Roma",444000,5+,160.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale piazza Dei Visconti, Pisana - Bravetta, Roma",158000,3,79.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Della Pisana, Pisana - Bravetta, Roma",238000,3,93.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento in villa via dei Rinuccini 29, Casetta Mattei - Corviale, Roma",480000,5+,120.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Silvio Sbricoli 13, Casetta Mattei - Corviale, Roma",169000,3,57.0,7,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Polenta, Pisana - Bravetta, Roma",260000,2,71.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale nuovo, primo piano, Pisana - Bravetta, Roma",325000,4,121.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale nuovo, piano terra, Pisana - Bravetta, Roma",289000,3,74.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Rangoni 32, Casetta Mattei - Corviale, Roma",110000,2,93.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Damasceni, Pisana - Bravetta, Roma",389000,3,120.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Monolocale primo piano, Casetta Mattei - Corviale, Roma",128000,,35.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Antonio Sogliano, Pisana - Bravetta, Roma",385000,4,104.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Mazzanti 70, Casetta Mattei - Corviale, Roma",190000,2,50.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Camillo Serafini, Pisana - Bravetta, Roma",315000,3,98.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Sampieri 31, Casetta Mattei - Corviale, Roma",289000,4,140.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Attico via degli Estensi, Pisana - Bravetta, Roma",265000,3,94.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via degli Estensi, Pisana - Bravetta, Roma",590000,5,165.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Gonzaga 48, Pisana - Bravetta, Roma",179000,3,62.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via La Contea 89, Casetta Mattei - Corviale, Roma",169000,2,56.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via del Fontanile Arenato 250, Pisana - Bravetta, Roma",690000,5,168.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Cantelmo 221, Casetta Mattei - Corviale, Roma",340000,3,80.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei damasceni 41, Pisana - Bravetta, Roma",295000,3,82.0,,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Bonadies 20, Pisana - Bravetta, Roma",200000,2,55.0,-1,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Gonzaga, Pisana - Bravetta, Roma",235000,4,105.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Villa all'asta via Licio Giorgieri 55, Roma",1142937,5+,3.004,,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Mario Ridolfi 38, Pisana - Bravetta, Roma",300000,4,128.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Stazione Aurelia 69, Pisana - Bravetta, Roma",259000,3,109.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via di Villa Troili, Pisana - Bravetta, Roma",280000,2,54.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Eugenio Maccagnani 55, Casetta Mattei - Corviale, Roma",392000,4,89.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Portuense 761, Trullo - Colle del Sole, Roma",379000,3,110.0,3,,"Casetta Mattei, Pisana, Bravetta "
Attici e Appartamenti di nuova costruzione a Roma,240000,2 - 4,50.0,,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Portuense 831, Trullo - Colle del Sole, Roma",312400,3,90.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Portuense 831, Trullo - Colle del Sole, Roma",263000,3,82.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Rinuccini 35, Casetta Mattei - Corviale, Roma",215000,4,117.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Lampugnani 39, Pisana - Bravetta, Roma",269000,3,95.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Villa a schiera via dei Brusati, Pisana - Bravetta, Roma",570000,4,121.0,,3,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via degli Scaligeri 10, Pisana - Bravetta, Roma",170000,2,56.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via degli Scaligeri 10, Pisana - Bravetta, Roma",130000,,43.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Attico via del Pescaccio 101, Pisana - Bravetta, Roma",165000,2,61.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Attico via del Pescaccio 101, Pisana - Bravetta, Roma",247000,3,80.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Giovanni Battista Gisleni, Pisana - Bravetta, Roma",215000,2,70.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Pisana, Pisana - Bravetta, Roma",379000,3,100.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Attico via del Pescaccio 101, Pisana - Bravetta, Roma",247000,3,79.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Attico via del Pescaccio 101, Pisana - Bravetta, Roma",233000,3,79.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Pescaccio 101, Pisana - Bravetta, Roma",213000,3,79.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Villa a schiera via di Bravetta, Pisana - Bravetta, Roma",350000,5,180.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via di Bravetta 119, Pisana - Bravetta, Roma",265000,3,101.0,4,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Fagnani, Pisana - Bravetta, Roma",249000,3,84.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via della Casetta Mattei 28, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via della Consolata, Pisana - Bravetta, Roma",430000,4,119.0,2,2,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via Mario de Renzi, Pisana - Bravetta, Roma",379000,5,128.0,6,2,"Casetta Mattei, Pisana, Bravetta "
"Attico via dei Brusati 16, Pisana - Bravetta, Roma",358000,4,118.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Cesare Pascoletti, Pisana - Bravetta, Roma",365000,4,112.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Borghetto di Vara, Pisana - Bravetta, Roma",199000,2,55.0,5,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Poggio Verde, Casetta Mattei - Corviale, Roma",419000,4,154.0,3,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Pescaccio 101, Pisana - Bravetta, Roma",233000,3,80.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via del Pescaccio 101, Pisana - Bravetta, Roma",113000,,44.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via del Pescaccio 101, Pisana - Bravetta, Roma",165000,2,56.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Pescaccio 101, Pisana - Bravetta, Roma",235000,3,79.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via Eugenio Maccagnani 5, Casetta Mattei - Corviale, Roma",215000,2,65.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Attico via Eugenio Maccagnani 65, Casetta Mattei - Corviale, Roma",270000,3,78.0,3,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via del Pescaccio 101, Pisana - Bravetta, Roma",152000,2,61.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Pescaccio 101, Pisana - Bravetta, Roma",235000,3,74.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Monolocale via del Pescaccio 101, Pisana - Bravetta, Roma",113000,,43.0,0,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via del Pescaccio 101, Pisana - Bravetta, Roma",233000,3,79.0,1,2,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via dei Bichi, Pisana - Bravetta, Roma",222000,3,70.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via Borghetto di Vara, Pisana - Bravetta, Roma",289000,3,75.0,6,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via dei Trinci 47, Pisana - Bravetta, Roma",160000,2,50.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Trilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,3,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Bilocale via degli Adimari 58, Casetta Mattei - Corviale, Roma",165000,2,78.0,1,,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via dei Brusati 16, Pisana - Bravetta, Roma",358000,4,116.0,,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via degli Adimari, Casetta Mattei - Corviale, Roma",285000,4,90.0,2,,"Casetta Mattei, Pisana, Bravetta "
"Appartamento via Gino Copped� 29, Pisana - Bravetta, Roma",285000,5,148.0,0,2,"Casetta Mattei, Pisana, Bravetta "
"Casale via di Bravetta 613, Pisana - Bravetta, Roma",990000,5+,419.0,,3+,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Vincenzo Vela 53, Casetta Mattei - Corviale, Roma",429000,4,160.0,4,2,"Casetta Mattei, Pisana, Bravetta "
"Quadrilocale via Vincenzo Vela 53, Casetta Mattei - Corviale, Roma",429000,4,160.0,4,2,"Casetta Mattei, Pisana, Bravetta "
